epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.182,1.20082,1.7784,1.31581,0.74368,0.80247,0.79016,0.57195,0.87657,2.22328,1.09904,0.000666151,0.000666151,0.000666151
